,Latitude,Longitude
0,33.64836,-98.46944999999999
1,32.4824104,-80.9345522
2,35.1673393,-82.0267752
3,33.6651093,-84.11824970000001
4,38.8287265,-76.5430142
5,43.06889,-77.96250000000001
6,44.8374628,-93.6407923
7,38.1153687,-82.31736789999999
8,42.9875714,-74.7976486
9,35.632905,-81.76926520000001
10,34.6120507,-82.765139
11,31.86667,35.21667
12,42.36837,-83.35270970000001
13,30.5,-109.86667
14,41.9666667,14.8666667
15,40.5364861,-75.53824059999999
16,35.8492885,-82.0903939
17,35.8492885,-82.0903939
18,35.8492885,-82.0903939
19,33.6651093,-84.11824970000001
20,38.9178892,-77.04969939999999
21,45.2535999,-86.9795592
22,42.6134015,-77.3122034
23,26.9342246,-80.0942087
24,-12,-76.83333330000001
25,6.165611,1.254511
26,42.178123,-78.1455655
27,41.98174,-76.9658
28,42.3889502,-78.9258689
29,42.3889502,-78.9258689
30,42.3889502,-78.9258689
31,42.4367527,-73.0537118
32,35.4556684,-82.5981795
33,-7.0812,112.2003
34,45.43861,12.32667
35,40.65,36.05
36,35.1673393,-82.0267752
37,56.6666667,-2.9166667
38,9.550599999999999,122.5164
39,41.20367,-84.16755999999999
40,51.2795818892475,1.08078002929688
41,42.9875714,-74.7976486
42,55.95,-3.3725
43,42.4514848,-71.0864414
44,34.6120507,-82.765139
45,39.4644869,-91.4798759
46,38.6653967,-76.58440280000001
47,49.012779,2.55
48,43.2256251,-75.48878740000001
49,38.8873341,-77.05553279999999
50,38.8873341,-77.05553279999999
51,38.8873341,-77.05553279999999
52,42.2434332,-70.9436578
53,21.6,104.75
54,57.1333333,-2.1
55,57.1333333,-2.1
56,57.1333333,-2.1
57,55.95,-3.3725
58,35.9620357,-83.4440556
59,42.4514848,-71.0864414
60,42.4514848,-71.0864414
61,51.64875,-0.0974
62,51.64875,-0.0974
63,51.64875,-0.0974
64,35.5006942,-80.0003243
65,38.8873341,-77.05553279999999
66,38.8873341,-77.05553279999999
67,40.2109404,-75.27823170000001
68,42.9875714,-74.7976486
69,42.7578673,-71.2422828
70,40.3842677,-75.4193454
71,41.6748157,-74.13264479999999
72,40.7209356,-73.9959726
73,30.0866082,-96.5805278
74,51.64875,-0.0974
75,42.8111712,-78.3444621
76,-12.6247222,-72.9586111
77,59.6352155629442,17.9125213623047
78,40.5364861,-75.53824059999999
79,43.1783937,-77.9450128
80,24.84458,68.21599999999999
81,54,-4
82,13.82607,100.60625
83,9.550599999999999,122.5164
84,37.5248069,-84.0415947
85,34.6120507,-82.765139
86,28.1483,-82.5065
87,26.29902,-81.7974
88,26.29902,-81.7974
89,35.2559471,-82.7120688
90,45.43861,12.32667
91,43.46667,23.2
92,7.6833333,-69.1166667
93,16.5166667,38.2
94,16.7697222,96.2094444
95,15.8333333,34.1
96,6.28411,101.55047
97,26,32
98,45.43861,12.32667
99,48.3800203,-102.7721265
100,46.200140821,-61.065207187
101,46.350142216,-60.981795958
102,34.8028661,-86.9716741
103,34.8028661,-86.9716741
104,34.8028661,-86.9716741
105,52.559686,13.287711
106,49.75,5.6166667
107,42.454805,-73.48983389999999
108,36.148411,-84.5052153
109,48.8688,2.3539
110,44.86467,11.57233
111,43.76667,11.25
112,36.0300646,-85.3466385
113,36.0300646,-85.3466385
114,40.7209356,-73.9959726
115,48.8563,2.3559
116,48.8563,2.3559
117,44.5725548,-71.2236894
118,44.2711706,-72.48705030000001
119,47.898,2.164
120,48.85341,2.3488
121,48.85341,2.3488
122,34.7028689,-86.5630472
123,34.2173169,-85.17522839999999
124,42.6286895,-73.9134588
125,41.010055,-81.86236
126,35.1673393,-82.0267752
127,35.1673393,-82.0267752
128,5.42634,-74.82319
129,43.6786,4.6303
130,49.2092,-0.3242
131,40.6067128,-84.9533005
132,39.7747813,-84.0799363
133,43.8609049,-71.4606301
134,43.8609049,-71.4606301
135,38.71667,-9.133330000000001
136,4.83333,-74.3
137,40.55114,-85.286
138,39.288995,-76.8052517
139,35.1042588,-83.59516290000001
140,49.012779,2.55
141,49.012779,2.55
142,5.2,-74.1166667
143,43.9186905,-69.8011576
144,5.39739,-74.86208999999999
145,51.436667,5.979167
146,51.436667,5.979167
147,51.436667,5.979167
148,51.436667,5.979167
149,40.94671366508,25.33447265625
150,50.6391735835358,3.07591438293457
